,Date_in_proper_format,RoughType,RoughSize,PolishSize
497,2024-03-01,SINGLE,4-6Grs,1.70 Up
498,2024-03-01,SINGLE,4-6Grs,0.50-0.699
499,2024-03-01,SINGLE,4-6Grs,0.30 Dn
500,2024-03-01,M.CLIV,2-4CT,0.70-1.699
501,2024-03-01,M.CLIV,2-4CT,0.30-0.499
502,2024-03-01,M.CLIV,2-4CT,1.70 Up
503,2024-03-01,M.CLIV,2-4CT,0.50-0.699
504,2024-03-01,M.CLIV,2-4CT,0.30 Dn
505,2024-03-01,M.CLIV,5-10CT,0.70-1.699
506,2024-03-01,M.CLIV,5-10CT,0.30-0.499
507,2024-03-01,M.CLIV,5-10CT,1.70 Up
508,2024-03-01,M.CLIV,5-10CT,0.50-0.699
509,2024-03-01,M.CLIV,5-10CT,0.30 Dn
510,2024-03-01,M.CLIV,10.8,0.70-1.699
511,2024-03-01,M.CLIV,10.8,0.30-0.499
512,2024-03-01,M.CLIV,10.8,1.70 Up
513,2024-03-01,M.CLIV,10.8,0.50-0.699
514,2024-03-01,M.CLIV,10.8,0.30 Dn
515,2024-03-01,M.CLIV,-3Grs,0.70-1.699
516,2024-03-01,M.CLIV,-3Grs,0.30-0.499
517,2024-03-01,M.CLIV,-3Grs,1.70 Up
518,2024-03-01,M.CLIV,-3Grs,0.50-0.699
519,2024-03-01,M.CLIV,-3Grs,0.30 Dn
520,2024-03-01,M.CLIV,4-6Grs,0.70-1.699
521,2024-03-01,M.CLIV,4-6Grs,0.30-0.499
522,2024-03-01,M.CLIV,4-6Grs,1.70 Up
523,2024-03-01,M.CLIV,4-6Grs,0.50-0.699
524,2024-03-01,M.CLIV,4-6Grs,0.30 Dn
525,2024-03-01,SWBL,2-4CT,0.70-1.699
526,2024-03-01,SWBL,2-4CT,0.30-0.499
527,2024-03-01,SWBL,2-4CT,1.70 Up
528,2024-03-01,SWBL,2-4CT,0.50-0.699
529,2024-03-01,SWBL,2-4CT,0.30 Dn
530,2024-03-01,SWBL,5-10CT,0.70-1.699
531,2024-03-01,SWBL,5-10CT,0.30-0.499
532,2024-03-01,SWBL,5-10CT,1.70 Up
533,2024-03-01,SWBL,5-10CT,0.50-0.699
534,2024-03-01,SWBL,5-10CT,0.30 Dn
535,2024-03-01,SWBL,10.8,0.70-1.699
536,2024-03-01,SWBL,10.8,0.30-0.499
537,2024-03-01,SWBL,10.8,1.70 Up
538,2024-03-01,SWBL,10.8,0.50-0.699
539,2024-03-01,SWBL,10.8,0.30 Dn
540,2024-03-01,SWBL,-3Grs,0.70-1.699
541,2024-03-01,SWBL,-3Grs,0.30-0.499
542,2024-03-01,SWBL,-3Grs,1.70 Up
543,2024-03-01,SWBL,-3Grs,0.50-0.699
544,2024-03-01,SWBL,-3Grs,0.30 Dn
545,2024-03-01,SWBL,4-6Grs,0.70-1.699
546,2024-03-01,SWBL,4-6Grs,0.30-0.499
547,2024-03-01,SWBL,4-6Grs,1.70 Up
548,2024-03-01,SWBL,4-6Grs,0.50-0.699
549,2024-03-01,SWBL,4-6Grs,0.30 Dn
550,2024-03-01,MIX,2-4CT,0.70-1.699
551,2024-03-01,MIX,2-4CT,0.30-0.499
552,2024-03-01,MIX,2-4CT,1.70 Up
553,2024-03-01,MIX,2-4CT,0.50-0.699
554,2024-03-01,MIX,2-4CT,0.30 Dn
555,2024-03-01,MIX,5-10CT,0.70-1.699
556,2024-03-01,MIX,5-10CT,0.30-0.499
557,2024-03-01,MIX,5-10CT,1.70 Up
558,2024-03-01,MIX,5-10CT,0.50-0.699
559,2024-03-01,MIX,5-10CT,0.30 Dn
560,2024-03-01,MIX,10.8,0.70-1.699
561,2024-03-01,MIX,10.8,0.30-0.499
562,2024-03-01,MIX,10.8,1.70 Up
563,2024-03-01,MIX,10.8,0.50-0.699
564,2024-03-01,MIX,10.8,0.30 Dn
565,2024-03-01,MIX,-3Grs,0.70-1.699
566,2024-03-01,MIX,-3Grs,0.30-0.499
567,2024-03-01,MIX,-3Grs,1.70 Up
568,2024-03-01,MIX,-3Grs,0.50-0.699
569,2024-03-01,MIX,-3Grs,0.30 Dn
570,2024-03-01,MIX,4-6Grs,0.70-1.699
571,2024-03-01,MIX,4-6Grs,0.30-0.499
572,2024-03-01,MIX,4-6Grs,1.70 Up
573,2024-03-01,MIX,4-6Grs,0.50-0.699
574,2024-03-01,MIX,4-6Grs,0.30 Dn
575,2024-03-01,S CLIV,2-4CT,0.70-1.699
576,2024-03-01,S CLIV,2-4CT,0.30-0.499
577,2024-03-01,S CLIV,2-4CT,1.70 Up
578,2024-03-01,S CLIV,2-4CT,0.50-0.699
579,2024-03-01,S CLIV,2-4CT,0.30 Dn
580,2024-03-01,S CLIV,5-10CT,0.70-1.699
581,2024-03-01,S CLIV,5-10CT,0.30-0.499
582,2024-03-01,S CLIV,5-10CT,1.70 Up
583,2024-03-01,S CLIV,5-10CT,0.50-0.699
584,2024-03-01,S CLIV,5-10CT,0.30 Dn
585,2024-03-01,S CLIV,10.8,0.70-1.699
586,2024-03-01,S CLIV,10.8,0.30-0.499
587,2024-03-01,S CLIV,10.8,1.70 Up
588,2024-03-01,S CLIV,10.8,0.50-0.699
589,2024-03-01,S CLIV,10.8,0.30 Dn
590,2024-03-01,S CLIV,-3Grs,0.70-1.699
591,2024-03-01,S CLIV,-3Grs,0.30-0.499
592,2024-03-01,S CLIV,-3Grs,1.70 Up
593,2024-03-01,S CLIV,-3Grs,0.50-0.699
594,2024-03-01,S CLIV,-3Grs,0.30 Dn
595,2024-03-01,S CLIV,4-6Grs,0.70-1.699
596,2024-03-01,S CLIV,4-6Grs,0.30-0.499
597,2024-03-01,S CLIV,4-6Grs,1.70 Up
598,2024-03-01,S CLIV,4-6Grs,0.50-0.699
599,2024-03-01,S CLIV,4-6Grs,0.30 Dn
600,2024-04-01,COL(YB),2-4CT,0.70-1.699
601,2024-04-01,COL(YB),2-4CT,0.30-0.499
602,2024-04-01,COL(YB),2-4CT,1.70 Up
603,2024-04-01,COL(YB),2-4CT,0.50-0.699
604,2024-04-01,COL(YB),2-4CT,0.30 Dn
605,2024-04-01,COL(YB),5-10CT,0.70-1.699
606,2024-04-01,COL(YB),5-10CT,0.30-0.499
607,2024-04-01,COL(YB),5-10CT,1.70 Up
608,2024-04-01,COL(YB),5-10CT,0.50-0.699
609,2024-04-01,COL(YB),5-10CT,0.30 Dn
610,2024-04-01,COL(YB),10.8,0.70-1.699
611,2024-04-01,COL(YB),10.8,0.30-0.499
612,2024-04-01,COL(YB),10.8,1.70 Up
613,2024-04-01,COL(YB),10.8,0.50-0.699
614,2024-04-01,COL(YB),10.8,0.30 Dn
615,2024-04-01,COL(YB),-3Grs,0.70-1.699
616,2024-04-01,COL(YB),-3Grs,0.30-0.499
617,2024-04-01,COL(YB),-3Grs,1.70 Up
618,2024-04-01,COL(YB),-3Grs,0.50-0.699
619,2024-04-01,COL(YB),-3Grs,0.30 Dn
620,2024-04-01,COL(YB),4-6Grs,0.70-1.699
621,2024-04-01,COL(YB),4-6Grs,0.30-0.499
622,2024-04-01,COL(YB),4-6Grs,1.70 Up
623,2024-04-01,COL(YB),4-6Grs,0.50-0.699
624,2024-04-01,COL(YB),4-6Grs,0.30 Dn
625,2024-04-01,MKBL,2-4CT,0.70-1.699
626,2024-04-01,MKBL,2-4CT,0.30-0.499
627,2024-04-01,MKBL,2-4CT,1.70 Up
628,2024-04-01,MKBL,2-4CT,0.50-0.699
629,2024-04-01,MKBL,2-4CT,0.30 Dn
630,2024-04-01,MKBL,5-10CT,0.70-1.699
631,2024-04-01,MKBL,5-10CT,0.30-0.499
632,2024-04-01,MKBL,5-10CT,1.70 Up
633,2024-04-01,MKBL,5-10CT,0.50-0.699
634,2024-04-01,MKBL,5-10CT,0.30 Dn
635,2024-04-01,MKBL,10.8,0.70-1.699
636,2024-04-01,MKBL,10.8,0.30-0.499
637,2024-04-01,MKBL,10.8,1.70 Up
638,2024-04-01,MKBL,10.8,0.50-0.699
639,2024-04-01,MKBL,10.8,0.30 Dn
640,2024-04-01,MKBL,-3Grs,0.70-1.699
641,2024-04-01,MKBL,-3Grs,0.30-0.499
642,2024-04-01,MKBL,-3Grs,1.70 Up
643,2024-04-01,MKBL,-3Grs,0.50-0.699
644,2024-04-01,MKBL,-3Grs,0.30 Dn
645,2024-04-01,MKBL,4-6Grs,0.70-1.699
646,2024-04-01,MKBL,4-6Grs,0.30-0.499
647,2024-04-01,MKBL,4-6Grs,1.70 Up
648,2024-04-01,MKBL,4-6Grs,0.50-0.699
649,2024-04-01,MKBL,4-6Grs,0.30 Dn
650,2024-04-01,CLIV,2-4CT,0.70-1.699
651,2024-04-01,CLIV,2-4CT,0.30-0.499
652,2024-04-01,CLIV,2-4CT,1.70 Up
653,2024-04-01,CLIV,2-4CT,0.50-0.699
654,2024-04-01,CLIV,2-4CT,0.30 Dn
655,2024-04-01,CLIV,5-10CT,0.70-1.699
656,2024-04-01,CLIV,5-10CT,0.30-0.499
657,2024-04-01,CLIV,5-10CT,1.70 Up
658,2024-04-01,CLIV,5-10CT,0.50-0.699
659,2024-04-01,CLIV,5-10CT,0.30 Dn
660,2024-04-01,CLIV,10.8,0.70-1.699
661,2024-04-01,CLIV,10.8,0.30-0.499
662,2024-04-01,CLIV,10.8,1.70 Up
663,2024-04-01,CLIV,10.8,0.50-0.699
664,2024-04-01,CLIV,10.8,0.30 Dn
665,2024-04-01,CLIV,-3Grs,0.70-1.699
666,2024-04-01,CLIV,-3Grs,0.30-0.499
667,2024-04-01,CLIV,-3Grs,1.70 Up
668,2024-04-01,CLIV,-3Grs,0.50-0.699
669,2024-04-01,CLIV,-3Grs,0.30 Dn
670,2024-04-01,CLIV,4-6Grs,0.70-1.699
671,2024-04-01,CLIV,4-6Grs,0.30-0.499
672,2024-04-01,CLIV,4-6Grs,1.70 Up
673,2024-04-01,CLIV,4-6Grs,0.50-0.699
674,2024-04-01,CLIV,4-6Grs,0.30 Dn
675,2024-04-01,SINGLE,2-4CT,0.70-1.699
676,2024-04-01,SINGLE,2-4CT,0.30-0.499
677,2024-04-01,SINGLE,2-4CT,1.70 Up
678,2024-04-01,SINGLE,2-4CT,0.50-0.699
679,2024-04-01,SINGLE,2-4CT,0.30 Dn
680,2024-04-01,SINGLE,5-10CT,0.70-1.699
681,2024-04-01,SINGLE,5-10CT,0.30-0.499
682,2024-04-01,SINGLE,5-10CT,1.70 Up
683,2024-04-01,SINGLE,5-10CT,0.50-0.699
684,2024-04-01,SINGLE,5-10CT,0.30 Dn
685,2024-04-01,SINGLE,10.8,0.70-1.699
686,2024-04-01,SINGLE,10.8,0.30-0.499
687,2024-04-01,SINGLE,10.8,1.70 Up
688,2024-04-01,SINGLE,10.8,0.50-0.699
689,2024-04-01,SINGLE,10.8,0.30 Dn
690,2024-04-01,SINGLE,-3Grs,0.70-1.699
691,2024-04-01,SINGLE,-3Grs,0.30-0.499
692,2024-04-01,SINGLE,-3Grs,1.70 Up
693,2024-04-01,SINGLE,-3Grs,0.50-0.699
694,2024-04-01,SINGLE,-3Grs,0.30 Dn
695,2024-04-01,SINGLE,4-6Grs,0.70-1.699
696,2024-04-01,SINGLE,4-6Grs,0.30-0.499
697,2024-04-01,SINGLE,4-6Grs,1.70 Up
698,2024-04-01,SINGLE,4-6Grs,0.50-0.699
699,2024-04-01,SINGLE,4-6Grs,0.30 Dn
700,2024-04-01,M.CLIV,2-4CT,0.70-1.699
701,2024-04-01,M.CLIV,2-4CT,0.30-0.499
702,2024-04-01,M.CLIV,2-4CT,1.70 Up
703,2024-04-01,M.CLIV,2-4CT,0.50-0.699
704,2024-04-01,M.CLIV,2-4CT,0.30 Dn
705,2024-04-01,M.CLIV,5-10CT,0.70-1.699
706,2024-04-01,M.CLIV,5-10CT,0.30-0.499
707,2024-04-01,M.CLIV,5-10CT,1.70 Up
708,2024-04-01,M.CLIV,5-10CT,0.50-0.699
709,2024-04-01,M.CLIV,5-10CT,0.30 Dn
710,2024-04-01,M.CLIV,10.8,0.70-1.699
711,2024-04-01,M.CLIV,10.8,0.30-0.499
712,2024-04-01,M.CLIV,10.8,1.70 Up
713,2024-04-01,M.CLIV,10.8,0.50-0.699
714,2024-04-01,M.CLIV,10.8,0.30 Dn
715,2024-04-01,M.CLIV,-3Grs,0.70-1.699
716,2024-04-01,M.CLIV,-3Grs,0.30-0.499
717,2024-04-01,M.CLIV,-3Grs,1.70 Up
718,2024-04-01,M.CLIV,-3Grs,0.50-0.699
719,2024-04-01,M.CLIV,-3Grs,0.30 Dn
720,2024-04-01,M.CLIV,4-6Grs,0.70-1.699
721,2024-04-01,M.CLIV,4-6Grs,0.30-0.499
722,2024-04-01,M.CLIV,4-6Grs,1.70 Up
723,2024-04-01,M.CLIV,4-6Grs,0.50-0.699
724,2024-04-01,M.CLIV,4-6Grs,0.30 Dn
725,2024-04-01,SWBL,2-4CT,0.70-1.699
726,2024-04-01,SWBL,2-4CT,0.30-0.499
727,2024-04-01,SWBL,2-4CT,1.70 Up
728,2024-04-01,SWBL,2-4CT,0.50-0.699
729,2024-04-01,SWBL,2-4CT,0.30 Dn
730,2024-04-01,SWBL,5-10CT,0.70-1.699
731,2024-04-01,SWBL,5-10CT,0.30-0.499
732,2024-04-01,SWBL,5-10CT,1.70 Up
733,2024-04-01,SWBL,5-10CT,0.50-0.699
734,2024-04-01,SWBL,5-10CT,0.30 Dn
735,2024-04-01,SWBL,10.8,0.70-1.699
736,2024-04-01,SWBL,10.8,0.30-0.499
737,2024-04-01,SWBL,10.8,1.70 Up
738,2024-04-01,SWBL,10.8,0.50-0.699
739,2024-04-01,SWBL,10.8,0.30 Dn
740,2024-04-01,SWBL,-3Grs,0.70-1.699
741,2024-04-01,SWBL,-3Grs,0.30-0.499
742,2024-04-01,SWBL,-3Grs,1.70 Up
743,2024-04-01,SWBL,-3Grs,0.50-0.699
744,2024-04-01,SWBL,-3Grs,0.30 Dn
745,2024-04-01,SWBL,4-6Grs,0.70-1.699
746,2024-04-01,SWBL,4-6Grs,0.30-0.499
747,2024-04-01,SWBL,4-6Grs,1.70 Up
748,2024-04-01,SWBL,4-6Grs,0.50-0.699
749,2024-04-01,SWBL,4-6Grs,0.30 Dn
750,2024-04-01,MIX,2-4CT,0.70-1.699
751,2024-04-01,MIX,2-4CT,0.30-0.499
752,2024-04-01,MIX,2-4CT,1.70 Up
753,2024-04-01,MIX,2-4CT,0.50-0.699
754,2024-04-01,MIX,2-4CT,0.30 Dn
755,2024-04-01,MIX,5-10CT,0.70-1.699
756,2024-04-01,MIX,5-10CT,0.30-0.499
757,2024-04-01,MIX,5-10CT,1.70 Up
758,2024-04-01,MIX,5-10CT,0.50-0.699
759,2024-04-01,MIX,5-10CT,0.30 Dn
760,2024-04-01,MIX,10.8,0.70-1.699
761,2024-04-01,MIX,10.8,0.30-0.499
762,2024-04-01,MIX,10.8,1.70 Up
763,2024-04-01,MIX,10.8,0.50-0.699
764,2024-04-01,MIX,10.8,0.30 Dn
765,2024-04-01,MIX,-3Grs,0.70-1.699
766,2024-04-01,MIX,-3Grs,0.30-0.499
767,2024-04-01,MIX,-3Grs,1.70 Up
768,2024-04-01,MIX,-3Grs,0.50-0.699
769,2024-04-01,MIX,-3Grs,0.30 Dn
770,2024-04-01,MIX,4-6Grs,0.70-1.699
771,2024-04-01,MIX,4-6Grs,0.30-0.499
772,2024-04-01,MIX,4-6Grs,1.70 Up
773,2024-04-01,MIX,4-6Grs,0.50-0.699
774,2024-04-01,MIX,4-6Grs,0.30 Dn
775,2024-04-01,S CLIV,2-4CT,0.70-1.699
776,2024-04-01,S CLIV,2-4CT,0.30-0.499
777,2024-04-01,S CLIV,2-4CT,1.70 Up
778,2024-04-01,S CLIV,2-4CT,0.50-0.699
779,2024-04-01,S CLIV,2-4CT,0.30 Dn
780,2024-04-01,S CLIV,5-10CT,0.70-1.699
781,2024-04-01,S CLIV,5-10CT,0.30-0.499
782,2024-04-01,S CLIV,5-10CT,1.70 Up
783,2024-04-01,S CLIV,5-10CT,0.50-0.699
784,2024-04-01,S CLIV,5-10CT,0.30 Dn
785,2024-04-01,S CLIV,10.8,0.70-1.699
786,2024-04-01,S CLIV,10.8,0.30-0.499
787,2024-04-01,S CLIV,10.8,1.70 Up
788,2024-04-01,S CLIV,10.8,0.50-0.699
789,2024-04-01,S CLIV,10.8,0.30 Dn
790,2024-04-01,S CLIV,-3Grs,0.70-1.699
791,2024-04-01,S CLIV,-3Grs,0.30-0.499
792,2024-04-01,S CLIV,-3Grs,1.70 Up
793,2024-04-01,S CLIV,-3Grs,0.50-0.699
794,2024-04-01,S CLIV,-3Grs,0.30 Dn
795,2024-04-01,S CLIV,4-6Grs,0.70-1.699
796,2024-04-01,S CLIV,4-6Grs,0.30-0.499
797,2024-04-01,S CLIV,4-6Grs,1.70 Up
798,2024-04-01,S CLIV,4-6Grs,0.50-0.699
799,2024-04-01,S CLIV,4-6Grs,0.30 Dn
800,2024-05-01,COL(YB),2-4CT,0.70-1.699
801,2024-05-01,COL(YB),2-4CT,0.30-0.499
802,2024-05-01,COL(YB),2-4CT,1.70 Up
803,2024-05-01,COL(YB),2-4CT,0.50-0.699
804,2024-05-01,COL(YB),2-4CT,0.30 Dn
805,2024-05-01,COL(YB),5-10CT,0.70-1.699
806,2024-05-01,COL(YB),5-10CT,0.30-0.499
807,2024-05-01,COL(YB),5-10CT,1.70 Up
808,2024-05-01,COL(YB),5-10CT,0.50-0.699
809,2024-05-01,COL(YB),5-10CT,0.30 Dn
810,2024-05-01,COL(YB),10.8,0.70-1.699
811,2024-05-01,COL(YB),10.8,0.30-0.499
812,2024-05-01,COL(YB),10.8,1.70 Up
813,2024-05-01,COL(YB),10.8,0.50-0.699
814,2024-05-01,COL(YB),10.8,0.30 Dn
815,2024-05-01,COL(YB),-3Grs,0.70-1.699
816,2024-05-01,COL(YB),-3Grs,0.30-0.499
817,2024-05-01,COL(YB),-3Grs,1.70 Up
818,2024-05-01,COL(YB),-3Grs,0.50-0.699
819,2024-05-01,COL(YB),-3Grs,0.30 Dn
820,2024-05-01,COL(YB),4-6Grs,0.70-1.699
821,2024-05-01,COL(YB),4-6Grs,0.30-0.499
822,2024-05-01,COL(YB),4-6Grs,1.70 Up
823,2024-05-01,COL(YB),4-6Grs,0.50-0.699
824,2024-05-01,COL(YB),4-6Grs,0.30 Dn
825,2024-05-01,MKBL,2-4CT,0.70-1.699
826,2024-05-01,MKBL,2-4CT,0.30-0.499
827,2024-05-01,MKBL,2-4CT,1.70 Up
828,2024-05-01,MKBL,2-4CT,0.50-0.699
829,2024-05-01,MKBL,2-4CT,0.30 Dn
830,2024-05-01,MKBL,5-10CT,0.70-1.699
831,2024-05-01,MKBL,5-10CT,0.30-0.499
832,2024-05-01,MKBL,5-10CT,1.70 Up
833,2024-05-01,MKBL,5-10CT,0.50-0.699
834,2024-05-01,MKBL,5-10CT,0.30 Dn
835,2024-05-01,MKBL,10.8,0.70-1.699
836,2024-05-01,MKBL,10.8,0.30-0.499
837,2024-05-01,MKBL,10.8,1.70 Up
838,2024-05-01,MKBL,10.8,0.50-0.699
839,2024-05-01,MKBL,10.8,0.30 Dn
840,2024-05-01,MKBL,-3Grs,0.70-1.699
841,2024-05-01,MKBL,-3Grs,0.30-0.499
842,2024-05-01,MKBL,-3Grs,1.70 Up
843,2024-05-01,MKBL,-3Grs,0.50-0.699
844,2024-05-01,MKBL,-3Grs,0.30 Dn
845,2024-05-01,MKBL,4-6Grs,0.70-1.699
846,2024-05-01,MKBL,4-6Grs,0.30-0.499
847,2024-05-01,MKBL,4-6Grs,1.70 Up
848,2024-05-01,MKBL,4-6Grs,0.50-0.699
849,2024-05-01,MKBL,4-6Grs,0.30 Dn
850,2024-05-01,CLIV,2-4CT,0.70-1.699
851,2024-05-01,CLIV,2-4CT,0.30-0.499
852,2024-05-01,CLIV,2-4CT,1.70 Up
853,2024-05-01,CLIV,2-4CT,0.50-0.699
854,2024-05-01,CLIV,2-4CT,0.30 Dn
855,2024-05-01,CLIV,5-10CT,0.70-1.699
856,2024-05-01,CLIV,5-10CT,0.30-0.499
857,2024-05-01,CLIV,5-10CT,1.70 Up
858,2024-05-01,CLIV,5-10CT,0.50-0.699
859,2024-05-01,CLIV,5-10CT,0.30 Dn
860,2024-05-01,CLIV,10.8,0.70-1.699
861,2024-05-01,CLIV,10.8,0.30-0.499
862,2024-05-01,CLIV,10.8,1.70 Up
863,2024-05-01,CLIV,10.8,0.50-0.699
864,2024-05-01,CLIV,10.8,0.30 Dn
865,2024-05-01,CLIV,-3Grs,0.70-1.699
866,2024-05-01,CLIV,-3Grs,0.30-0.499
867,2024-05-01,CLIV,-3Grs,1.70 Up
868,2024-05-01,CLIV,-3Grs,0.50-0.699
869,2024-05-01,CLIV,-3Grs,0.30 Dn
870,2024-05-01,CLIV,4-6Grs,0.70-1.699
871,2024-05-01,CLIV,4-6Grs,0.30-0.499
872,2024-05-01,CLIV,4-6Grs,1.70 Up
873,2024-05-01,CLIV,4-6Grs,0.50-0.699
874,2024-05-01,CLIV,4-6Grs,0.30 Dn
875,2024-05-01,SINGLE,2-4CT,0.70-1.699
876,2024-05-01,SINGLE,2-4CT,0.30-0.499
877,2024-05-01,SINGLE,2-4CT,1.70 Up
878,2024-05-01,SINGLE,2-4CT,0.50-0.699
879,2024-05-01,SINGLE,2-4CT,0.30 Dn
880,2024-05-01,SINGLE,5-10CT,0.70-1.699
881,2024-05-01,SINGLE,5-10CT,0.30-0.499
882,2024-05-01,SINGLE,5-10CT,1.70 Up
883,2024-05-01,SINGLE,5-10CT,0.50-0.699
884,2024-05-01,SINGLE,5-10CT,0.30 Dn
885,2024-05-01,SINGLE,10.8,0.70-1.699
886,2024-05-01,SINGLE,10.8,0.30-0.499
887,2024-05-01,SINGLE,10.8,1.70 Up
888,2024-05-01,SINGLE,10.8,0.50-0.699
889,2024-05-01,SINGLE,10.8,0.30 Dn
890,2024-05-01,SINGLE,-3Grs,0.70-1.699
891,2024-05-01,SINGLE,-3Grs,0.30-0.499
892,2024-05-01,SINGLE,-3Grs,1.70 Up
893,2024-05-01,SINGLE,-3Grs,0.50-0.699
894,2024-05-01,SINGLE,-3Grs,0.30 Dn
895,2024-05-01,SINGLE,4-6Grs,0.70-1.699
896,2024-05-01,SINGLE,4-6Grs,0.30-0.499
897,2024-05-01,SINGLE,4-6Grs,1.70 Up
898,2024-05-01,SINGLE,4-6Grs,0.50-0.699
899,2024-05-01,SINGLE,4-6Grs,0.30 Dn
900,2024-05-01,M.CLIV,2-4CT,0.70-1.699
901,2024-05-01,M.CLIV,2-4CT,0.30-0.499
902,2024-05-01,M.CLIV,2-4CT,1.70 Up
903,2024-05-01,M.CLIV,2-4CT,0.50-0.699
904,2024-05-01,M.CLIV,2-4CT,0.30 Dn
905,2024-05-01,M.CLIV,5-10CT,0.70-1.699
906,2024-05-01,M.CLIV,5-10CT,0.30-0.499
907,2024-05-01,M.CLIV,5-10CT,1.70 Up
908,2024-05-01,M.CLIV,5-10CT,0.50-0.699
909,2024-05-01,M.CLIV,5-10CT,0.30 Dn
910,2024-05-01,M.CLIV,10.8,0.70-1.699
911,2024-05-01,M.CLIV,10.8,0.30-0.499
912,2024-05-01,M.CLIV,10.8,1.70 Up
913,2024-05-01,M.CLIV,10.8,0.50-0.699
914,2024-05-01,M.CLIV,10.8,0.30 Dn
915,2024-05-01,M.CLIV,-3Grs,0.70-1.699
916,2024-05-01,M.CLIV,-3Grs,0.30-0.499
917,2024-05-01,M.CLIV,-3Grs,1.70 Up
918,2024-05-01,M.CLIV,-3Grs,0.50-0.699
919,2024-05-01,M.CLIV,-3Grs,0.30 Dn
920,2024-05-01,M.CLIV,4-6Grs,0.70-1.699
921,2024-05-01,M.CLIV,4-6Grs,0.30-0.499
922,2024-05-01,M.CLIV,4-6Grs,1.70 Up
923,2024-05-01,M.CLIV,4-6Grs,0.50-0.699
924,2024-05-01,M.CLIV,4-6Grs,0.30 Dn
925,2024-05-01,SWBL,2-4CT,0.70-1.699
926,2024-05-01,SWBL,2-4CT,0.30-0.499
927,2024-05-01,SWBL,2-4CT,1.70 Up
928,2024-05-01,SWBL,2-4CT,0.50-0.699
929,2024-05-01,SWBL,2-4CT,0.30 Dn
930,2024-05-01,SWBL,5-10CT,0.70-1.699
931,2024-05-01,SWBL,5-10CT,0.30-0.499
932,2024-05-01,SWBL,5-10CT,1.70 Up
933,2024-05-01,SWBL,5-10CT,0.50-0.699
934,2024-05-01,SWBL,5-10CT,0.30 Dn
935,2024-05-01,SWBL,10.8,0.70-1.699
936,2024-05-01,SWBL,10.8,0.30-0.499
937,2024-05-01,SWBL,10.8,1.70 Up
938,2024-05-01,SWBL,10.8,0.50-0.699
939,2024-05-01,SWBL,10.8,0.30 Dn
940,2024-05-01,SWBL,-3Grs,0.70-1.699
941,2024-05-01,SWBL,-3Grs,0.30-0.499
942,2024-05-01,SWBL,-3Grs,1.70 Up
943,2024-05-01,SWBL,-3Grs,0.50-0.699
944,2024-05-01,SWBL,-3Grs,0.30 Dn
945,2024-05-01,SWBL,4-6Grs,0.70-1.699
946,2024-05-01,SWBL,4-6Grs,0.30-0.499
947,2024-05-01,SWBL,4-6Grs,1.70 Up
948,2024-05-01,SWBL,4-6Grs,0.50-0.699
949,2024-05-01,SWBL,4-6Grs,0.30 Dn
950,2024-05-01,MIX,2-4CT,0.70-1.699
951,2024-05-01,MIX,2-4CT,0.30-0.499
952,2024-05-01,MIX,2-4CT,1.70 Up
953,2024-05-01,MIX,2-4CT,0.50-0.699
954,2024-05-01,MIX,2-4CT,0.30 Dn
955,2024-05-01,MIX,5-10CT,0.70-1.699
956,2024-05-01,MIX,5-10CT,0.30-0.499
957,2024-05-01,MIX,5-10CT,1.70 Up
958,2024-05-01,MIX,5-10CT,0.50-0.699
959,2024-05-01,MIX,5-10CT,0.30 Dn
960,2024-05-01,MIX,10.8,0.70-1.699
961,2024-05-01,MIX,10.8,0.30-0.499
962,2024-05-01,MIX,10.8,1.70 Up
963,2024-05-01,MIX,10.8,0.50-0.699
964,2024-05-01,MIX,10.8,0.30 Dn
965,2024-05-01,MIX,-3Grs,0.70-1.699
966,2024-05-01,MIX,-3Grs,0.30-0.499
967,2024-05-01,MIX,-3Grs,1.70 Up
968,2024-05-01,MIX,-3Grs,0.50-0.699
969,2024-05-01,MIX,-3Grs,0.30 Dn
970,2024-05-01,MIX,4-6Grs,0.70-1.699
971,2024-05-01,MIX,4-6Grs,0.30-0.499
972,2024-05-01,MIX,4-6Grs,1.70 Up
973,2024-05-01,MIX,4-6Grs,0.50-0.699
974,2024-05-01,MIX,4-6Grs,0.30 Dn
975,2024-05-01,S CLIV,2-4CT,0.70-1.699
976,2024-05-01,S CLIV,2-4CT,0.30-0.499
977,2024-05-01,S CLIV,2-4CT,1.70 Up
978,2024-05-01,S CLIV,2-4CT,0.50-0.699
979,2024-05-01,S CLIV,2-4CT,0.30 Dn
980,2024-05-01,S CLIV,5-10CT,0.70-1.699
981,2024-05-01,S CLIV,5-10CT,0.30-0.499
982,2024-05-01,S CLIV,5-10CT,1.70 Up
983,2024-05-01,S CLIV,5-10CT,0.50-0.699
984,2024-05-01,S CLIV,5-10CT,0.30 Dn
985,2024-05-01,S CLIV,10.8,0.70-1.699
986,2024-05-01,S CLIV,10.8,0.30-0.499
987,2024-05-01,S CLIV,10.8,1.70 Up
988,2024-05-01,S CLIV,10.8,0.50-0.699
989,2024-05-01,S CLIV,10.8,0.30 Dn
990,2024-05-01,S CLIV,-3Grs,0.70-1.699
991,2024-05-01,S CLIV,-3Grs,0.30-0.499
992,2024-05-01,S CLIV,-3Grs,1.70 Up
993,2024-05-01,S CLIV,-3Grs,0.50-0.699
