,Date_in_proper_format,RoughType,RoughSize,PolishSize
2413,2025-01-01,COL(YB),10.8,0.50-0.699
2414,2025-01-01,COL(YB),10.8,0.30 Dn
2415,2025-01-01,COL(YB),-3Grs,0.70-1.699
2416,2025-01-01,COL(YB),-3Grs,0.30-0.499
2417,2025-01-01,COL(YB),-3Grs,1.70 Up
2418,2025-01-01,COL(YB),-3Grs,0.50-0.699
2419,2025-01-01,COL(YB),-3Grs,0.30 Dn
2420,2025-01-01,COL(YB),4-6Grs,0.70-1.699
2421,2025-01-01,COL(YB),4-6Grs,0.30-0.499
2422,2025-01-01,COL(YB),4-6Grs,1.70 Up
2423,2025-01-01,COL(YB),4-6Grs,0.50-0.699
2424,2025-01-01,COL(YB),4-6Grs,0.30 Dn
2425,2025-01-01,MKBL,2-4CT,0.70-1.699
2426,2025-01-01,MKBL,2-4CT,0.30-0.499
2427,2025-01-01,MKBL,2-4CT,1.70 Up
2428,2025-01-01,MKBL,2-4CT,0.50-0.699
2429,2025-01-01,MKBL,2-4CT,0.30 Dn
2430,2025-01-01,MKBL,5-10CT,0.70-1.699
2431,2025-01-01,MKBL,5-10CT,0.30-0.499
2432,2025-01-01,MKBL,5-10CT,1.70 Up
2433,2025-01-01,MKBL,5-10CT,0.50-0.699
2434,2025-01-01,MKBL,5-10CT,0.30 Dn
2435,2025-01-01,MKBL,10.8,0.70-1.699
2436,2025-01-01,MKBL,10.8,0.30-0.499
2437,2025-01-01,MKBL,10.8,1.70 Up
2438,2025-01-01,MKBL,10.8,0.50-0.699
2439,2025-01-01,MKBL,10.8,0.30 Dn
2440,2025-01-01,MKBL,-3Grs,0.70-1.699
2441,2025-01-01,MKBL,-3Grs,0.30-0.499
2442,2025-01-01,MKBL,-3Grs,1.70 Up
2443,2025-01-01,MKBL,-3Grs,0.50-0.699
2444,2025-01-01,MKBL,-3Grs,0.30 Dn
2445,2025-01-01,MKBL,4-6Grs,0.70-1.699
2446,2025-01-01,MKBL,4-6Grs,0.30-0.499
2447,2025-01-01,MKBL,4-6Grs,1.70 Up
2448,2025-01-01,MKBL,4-6Grs,0.50-0.699
2449,2025-01-01,MKBL,4-6Grs,0.30 Dn
2450,2025-01-01,CLIV,2-4CT,0.70-1.699
2451,2025-01-01,CLIV,2-4CT,0.30-0.499
2452,2025-01-01,CLIV,2-4CT,1.70 Up
2453,2025-01-01,CLIV,2-4CT,0.50-0.699
2454,2025-01-01,CLIV,2-4CT,0.30 Dn
2455,2025-01-01,CLIV,5-10CT,0.70-1.699
2456,2025-01-01,CLIV,5-10CT,0.30-0.499
2457,2025-01-01,CLIV,5-10CT,1.70 Up
2458,2025-01-01,CLIV,5-10CT,0.50-0.699
2459,2025-01-01,CLIV,5-10CT,0.30 Dn
2460,2025-01-01,CLIV,10.8,0.70-1.699
2461,2025-01-01,CLIV,10.8,0.30-0.499
2462,2025-01-01,CLIV,10.8,1.70 Up
2463,2025-01-01,CLIV,10.8,0.50-0.699
2464,2025-01-01,CLIV,10.8,0.30 Dn
2465,2025-01-01,CLIV,-3Grs,0.70-1.699
2466,2025-01-01,CLIV,-3Grs,0.30-0.499
2467,2025-01-01,CLIV,-3Grs,1.70 Up
2468,2025-01-01,CLIV,-3Grs,0.50-0.699
2469,2025-01-01,CLIV,-3Grs,0.30 Dn
2470,2025-01-01,CLIV,4-6Grs,0.70-1.699
2471,2025-01-01,CLIV,4-6Grs,0.30-0.499
2472,2025-01-01,CLIV,4-6Grs,1.70 Up
2473,2025-01-01,CLIV,4-6Grs,0.50-0.699
2474,2025-01-01,CLIV,4-6Grs,0.30 Dn
2475,2025-01-01,SINGLE,2-4CT,0.70-1.699
2476,2025-01-01,SINGLE,2-4CT,0.30-0.499
2477,2025-01-01,SINGLE,2-4CT,1.70 Up
2478,2025-01-01,SINGLE,2-4CT,0.50-0.699
2479,2025-01-01,SINGLE,2-4CT,0.30 Dn
2480,2025-01-01,SINGLE,5-10CT,0.70-1.699
2481,2025-01-01,SINGLE,5-10CT,0.30-0.499
2482,2025-01-01,SINGLE,5-10CT,1.70 Up
2483,2025-01-01,SINGLE,5-10CT,0.50-0.699
2484,2025-01-01,SINGLE,5-10CT,0.30 Dn
2485,2025-01-01,SINGLE,10.8,0.70-1.699
2486,2025-01-01,SINGLE,10.8,0.30-0.499
2487,2025-01-01,SINGLE,10.8,1.70 Up
2488,2025-01-01,SINGLE,10.8,0.50-0.699
2489,2025-01-01,SINGLE,10.8,0.30 Dn
2490,2025-01-01,SINGLE,-3Grs,0.70-1.699
2491,2025-01-01,SINGLE,-3Grs,0.30-0.499
2492,2025-01-01,SINGLE,-3Grs,1.70 Up
2493,2025-01-01,SINGLE,-3Grs,0.50-0.699
2494,2025-01-01,SINGLE,-3Grs,0.30 Dn
2495,2025-01-01,SINGLE,4-6Grs,0.70-1.699
2496,2025-01-01,SINGLE,4-6Grs,0.30-0.499
2497,2025-01-01,SINGLE,4-6Grs,1.70 Up
2498,2025-01-01,SINGLE,4-6Grs,0.50-0.699
2499,2025-01-01,SINGLE,4-6Grs,0.30 Dn
2500,2025-01-01,M.CLIV,2-4CT,0.70-1.699
2501,2025-01-01,M.CLIV,2-4CT,0.30-0.499
2502,2025-01-01,M.CLIV,2-4CT,1.70 Up
2503,2025-01-01,M.CLIV,2-4CT,0.50-0.699
2504,2025-01-01,M.CLIV,2-4CT,0.30 Dn
2505,2025-01-01,M.CLIV,5-10CT,0.70-1.699
2506,2025-01-01,M.CLIV,5-10CT,0.30-0.499
2507,2025-01-01,M.CLIV,5-10CT,1.70 Up
2508,2025-01-01,M.CLIV,5-10CT,0.50-0.699
2509,2025-01-01,M.CLIV,5-10CT,0.30 Dn
2510,2025-01-01,M.CLIV,10.8,0.70-1.699
2511,2025-01-01,M.CLIV,10.8,0.30-0.499
2512,2025-01-01,M.CLIV,10.8,1.70 Up
2513,2025-01-01,M.CLIV,10.8,0.50-0.699
2514,2025-01-01,M.CLIV,10.8,0.30 Dn
2515,2025-01-01,M.CLIV,-3Grs,0.70-1.699
2516,2025-01-01,M.CLIV,-3Grs,0.30-0.499
2517,2025-01-01,M.CLIV,-3Grs,1.70 Up
2518,2025-01-01,M.CLIV,-3Grs,0.50-0.699
2519,2025-01-01,M.CLIV,-3Grs,0.30 Dn
2520,2025-01-01,M.CLIV,4-6Grs,0.70-1.699
2521,2025-01-01,M.CLIV,4-6Grs,0.30-0.499
2522,2025-01-01,M.CLIV,4-6Grs,1.70 Up
2523,2025-01-01,M.CLIV,4-6Grs,0.50-0.699
2524,2025-01-01,M.CLIV,4-6Grs,0.30 Dn
2525,2025-01-01,SWBL,2-4CT,0.70-1.699
2526,2025-01-01,SWBL,2-4CT,0.30-0.499
2527,2025-01-01,SWBL,2-4CT,1.70 Up
2528,2025-01-01,SWBL,2-4CT,0.50-0.699
2529,2025-01-01,SWBL,2-4CT,0.30 Dn
2530,2025-01-01,SWBL,5-10CT,0.70-1.699
2531,2025-01-01,SWBL,5-10CT,0.30-0.499
2532,2025-01-01,SWBL,5-10CT,1.70 Up
2533,2025-01-01,SWBL,5-10CT,0.50-0.699
2534,2025-01-01,SWBL,5-10CT,0.30 Dn
2535,2025-01-01,SWBL,10.8,0.70-1.699
2536,2025-01-01,SWBL,10.8,0.30-0.499
2537,2025-01-01,SWBL,10.8,1.70 Up
2538,2025-01-01,SWBL,10.8,0.50-0.699
2539,2025-01-01,SWBL,10.8,0.30 Dn
2540,2025-01-01,SWBL,-3Grs,0.70-1.699
2541,2025-01-01,SWBL,-3Grs,0.30-0.499
2542,2025-01-01,SWBL,-3Grs,1.70 Up
2543,2025-01-01,SWBL,-3Grs,0.50-0.699
2544,2025-01-01,SWBL,-3Grs,0.30 Dn
2545,2025-01-01,SWBL,4-6Grs,0.70-1.699
2546,2025-01-01,SWBL,4-6Grs,0.30-0.499
2547,2025-01-01,SWBL,4-6Grs,1.70 Up
2548,2025-01-01,SWBL,4-6Grs,0.50-0.699
2549,2025-01-01,SWBL,4-6Grs,0.30 Dn
2550,2025-01-01,MIX,2-4CT,0.70-1.699
2551,2025-01-01,MIX,2-4CT,0.30-0.499
2552,2025-01-01,MIX,2-4CT,1.70 Up
2553,2025-01-01,MIX,2-4CT,0.50-0.699
2554,2025-01-01,MIX,2-4CT,0.30 Dn
2555,2025-01-01,MIX,5-10CT,0.70-1.699
2556,2025-01-01,MIX,5-10CT,0.30-0.499
2557,2025-01-01,MIX,5-10CT,1.70 Up
2558,2025-01-01,MIX,5-10CT,0.50-0.699
2559,2025-01-01,MIX,5-10CT,0.30 Dn
2560,2025-01-01,MIX,10.8,0.70-1.699
2561,2025-01-01,MIX,10.8,0.30-0.499
2562,2025-01-01,MIX,10.8,1.70 Up
2563,2025-01-01,MIX,10.8,0.50-0.699
2564,2025-01-01,MIX,10.8,0.30 Dn
2565,2025-01-01,MIX,-3Grs,0.70-1.699
2566,2025-01-01,MIX,-3Grs,0.30-0.499
2567,2025-01-01,MIX,-3Grs,1.70 Up
2568,2025-01-01,MIX,-3Grs,0.50-0.699
2569,2025-01-01,MIX,-3Grs,0.30 Dn
2570,2025-01-01,MIX,4-6Grs,0.70-1.699
2571,2025-01-01,MIX,4-6Grs,0.30-0.499
2572,2025-01-01,MIX,4-6Grs,1.70 Up
2573,2025-01-01,MIX,4-6Grs,0.50-0.699
2574,2025-01-01,MIX,4-6Grs,0.30 Dn
2575,2025-01-01,S CLIV,2-4CT,0.70-1.699
2576,2025-01-01,S CLIV,2-4CT,0.30-0.499
2577,2025-01-01,S CLIV,2-4CT,1.70 Up
2578,2025-01-01,S CLIV,2-4CT,0.50-0.699
2579,2025-01-01,S CLIV,2-4CT,0.30 Dn
2580,2025-01-01,S CLIV,5-10CT,0.70-1.699
2581,2025-01-01,S CLIV,5-10CT,0.30-0.499
2582,2025-01-01,S CLIV,5-10CT,1.70 Up
2583,2025-01-01,S CLIV,5-10CT,0.50-0.699
2584,2025-01-01,S CLIV,5-10CT,0.30 Dn
2585,2025-01-01,S CLIV,10.8,0.70-1.699
2586,2025-01-01,S CLIV,10.8,0.30-0.499
2587,2025-01-01,S CLIV,10.8,1.70 Up
2588,2025-01-01,S CLIV,10.8,0.50-0.699
2589,2025-01-01,S CLIV,10.8,0.30 Dn
2590,2025-01-01,S CLIV,-3Grs,0.70-1.699
2591,2025-01-01,S CLIV,-3Grs,0.30-0.499
2592,2025-01-01,S CLIV,-3Grs,1.70 Up
2593,2025-01-01,S CLIV,-3Grs,0.50-0.699
2594,2025-01-01,S CLIV,-3Grs,0.30 Dn
2595,2025-01-01,S CLIV,4-6Grs,0.70-1.699
2596,2025-01-01,S CLIV,4-6Grs,0.30-0.499
2597,2025-01-01,S CLIV,4-6Grs,1.70 Up
2598,2025-01-01,S CLIV,4-6Grs,0.50-0.699
2599,2025-01-01,S CLIV,4-6Grs,0.30 Dn
2600,2025-02-01,COL(YB),2-4CT,0.70-1.699
2601,2025-02-01,COL(YB),2-4CT,0.30-0.499
2602,2025-02-01,COL(YB),2-4CT,1.70 Up
2603,2025-02-01,COL(YB),2-4CT,0.50-0.699
2604,2025-02-01,COL(YB),2-4CT,0.30 Dn
2605,2025-02-01,COL(YB),5-10CT,0.70-1.699
2606,2025-02-01,COL(YB),5-10CT,0.30-0.499
2607,2025-02-01,COL(YB),5-10CT,1.70 Up
2608,2025-02-01,COL(YB),5-10CT,0.50-0.699
2609,2025-02-01,COL(YB),5-10CT,0.30 Dn
2610,2025-02-01,COL(YB),10.8,0.70-1.699
2611,2025-02-01,COL(YB),10.8,0.30-0.499
2612,2025-02-01,COL(YB),10.8,1.70 Up
2613,2025-02-01,COL(YB),10.8,0.50-0.699
2614,2025-02-01,COL(YB),10.8,0.30 Dn
2615,2025-02-01,COL(YB),-3Grs,0.70-1.699
2616,2025-02-01,COL(YB),-3Grs,0.30-0.499
2617,2025-02-01,COL(YB),-3Grs,1.70 Up
2618,2025-02-01,COL(YB),-3Grs,0.50-0.699
2619,2025-02-01,COL(YB),-3Grs,0.30 Dn
2620,2025-02-01,COL(YB),4-6Grs,0.70-1.699
2621,2025-02-01,COL(YB),4-6Grs,0.30-0.499
2622,2025-02-01,COL(YB),4-6Grs,1.70 Up
2623,2025-02-01,COL(YB),4-6Grs,0.50-0.699
2624,2025-02-01,COL(YB),4-6Grs,0.30 Dn
2625,2025-02-01,MKBL,2-4CT,0.70-1.699
2626,2025-02-01,MKBL,2-4CT,0.30-0.499
2627,2025-02-01,MKBL,2-4CT,1.70 Up
2628,2025-02-01,MKBL,2-4CT,0.50-0.699
2629,2025-02-01,MKBL,2-4CT,0.30 Dn
2630,2025-02-01,MKBL,5-10CT,0.70-1.699
2631,2025-02-01,MKBL,5-10CT,0.30-0.499
2632,2025-02-01,MKBL,5-10CT,1.70 Up
2633,2025-02-01,MKBL,5-10CT,0.50-0.699
2634,2025-02-01,MKBL,5-10CT,0.30 Dn
2635,2025-02-01,MKBL,10.8,0.70-1.699
2636,2025-02-01,MKBL,10.8,0.30-0.499
2637,2025-02-01,MKBL,10.8,1.70 Up
2638,2025-02-01,MKBL,10.8,0.50-0.699
2639,2025-02-01,MKBL,10.8,0.30 Dn
2640,2025-02-01,MKBL,-3Grs,0.70-1.699
2641,2025-02-01,MKBL,-3Grs,0.30-0.499
2642,2025-02-01,MKBL,-3Grs,1.70 Up
2643,2025-02-01,MKBL,-3Grs,0.50-0.699
2644,2025-02-01,MKBL,-3Grs,0.30 Dn
2645,2025-02-01,MKBL,4-6Grs,0.70-1.699
2646,2025-02-01,MKBL,4-6Grs,0.30-0.499
2647,2025-02-01,MKBL,4-6Grs,1.70 Up
2648,2025-02-01,MKBL,4-6Grs,0.50-0.699
2649,2025-02-01,MKBL,4-6Grs,0.30 Dn
2650,2025-02-01,CLIV,2-4CT,0.70-1.699
2651,2025-02-01,CLIV,2-4CT,0.30-0.499
2652,2025-02-01,CLIV,2-4CT,1.70 Up
2653,2025-02-01,CLIV,2-4CT,0.50-0.699
2654,2025-02-01,CLIV,2-4CT,0.30 Dn
2655,2025-02-01,CLIV,5-10CT,0.70-1.699
2656,2025-02-01,CLIV,5-10CT,0.30-0.499
2657,2025-02-01,CLIV,5-10CT,1.70 Up
2658,2025-02-01,CLIV,5-10CT,0.50-0.699
2659,2025-02-01,CLIV,5-10CT,0.30 Dn
2660,2025-02-01,CLIV,10.8,0.70-1.699
2661,2025-02-01,CLIV,10.8,0.30-0.499
2662,2025-02-01,CLIV,10.8,1.70 Up
2663,2025-02-01,CLIV,10.8,0.50-0.699
2664,2025-02-01,CLIV,10.8,0.30 Dn
2665,2025-02-01,CLIV,-3Grs,0.70-1.699
2666,2025-02-01,CLIV,-3Grs,0.30-0.499
2667,2025-02-01,CLIV,-3Grs,1.70 Up
2668,2025-02-01,CLIV,-3Grs,0.50-0.699
2669,2025-02-01,CLIV,-3Grs,0.30 Dn
2670,2025-02-01,CLIV,4-6Grs,0.70-1.699
2671,2025-02-01,CLIV,4-6Grs,0.30-0.499
2672,2025-02-01,CLIV,4-6Grs,1.70 Up
2673,2025-02-01,CLIV,4-6Grs,0.50-0.699
2674,2025-02-01,CLIV,4-6Grs,0.30 Dn
2675,2025-02-01,SINGLE,2-4CT,0.70-1.699
2676,2025-02-01,SINGLE,2-4CT,0.30-0.499
2677,2025-02-01,SINGLE,2-4CT,1.70 Up
2678,2025-02-01,SINGLE,2-4CT,0.50-0.699
2679,2025-02-01,SINGLE,2-4CT,0.30 Dn
2680,2025-02-01,SINGLE,5-10CT,0.70-1.699
2681,2025-02-01,SINGLE,5-10CT,0.30-0.499
2682,2025-02-01,SINGLE,5-10CT,1.70 Up
2683,2025-02-01,SINGLE,5-10CT,0.50-0.699
2684,2025-02-01,SINGLE,5-10CT,0.30 Dn
2685,2025-02-01,SINGLE,10.8,0.70-1.699
2686,2025-02-01,SINGLE,10.8,0.30-0.499
2687,2025-02-01,SINGLE,10.8,1.70 Up
2688,2025-02-01,SINGLE,10.8,0.50-0.699
2689,2025-02-01,SINGLE,10.8,0.30 Dn
2690,2025-02-01,SINGLE,-3Grs,0.70-1.699
2691,2025-02-01,SINGLE,-3Grs,0.30-0.499
2692,2025-02-01,SINGLE,-3Grs,1.70 Up
2693,2025-02-01,SINGLE,-3Grs,0.50-0.699
2694,2025-02-01,SINGLE,-3Grs,0.30 Dn
2695,2025-02-01,SINGLE,4-6Grs,0.70-1.699
2696,2025-02-01,SINGLE,4-6Grs,0.30-0.499
2697,2025-02-01,SINGLE,4-6Grs,1.70 Up
2698,2025-02-01,SINGLE,4-6Grs,0.50-0.699
2699,2025-02-01,SINGLE,4-6Grs,0.30 Dn
2700,2025-02-01,M.CLIV,2-4CT,0.70-1.699
2701,2025-02-01,M.CLIV,2-4CT,0.30-0.499
2702,2025-02-01,M.CLIV,2-4CT,1.70 Up
2703,2025-02-01,M.CLIV,2-4CT,0.50-0.699
2704,2025-02-01,M.CLIV,2-4CT,0.30 Dn
2705,2025-02-01,M.CLIV,5-10CT,0.70-1.699
2706,2025-02-01,M.CLIV,5-10CT,0.30-0.499
2707,2025-02-01,M.CLIV,5-10CT,1.70 Up
2708,2025-02-01,M.CLIV,5-10CT,0.50-0.699
2709,2025-02-01,M.CLIV,5-10CT,0.30 Dn
2710,2025-02-01,M.CLIV,10.8,0.70-1.699
2711,2025-02-01,M.CLIV,10.8,0.30-0.499
2712,2025-02-01,M.CLIV,10.8,1.70 Up
2713,2025-02-01,M.CLIV,10.8,0.50-0.699
2714,2025-02-01,M.CLIV,10.8,0.30 Dn
2715,2025-02-01,M.CLIV,-3Grs,0.70-1.699
2716,2025-02-01,M.CLIV,-3Grs,0.30-0.499
2717,2025-02-01,M.CLIV,-3Grs,1.70 Up
2718,2025-02-01,M.CLIV,-3Grs,0.50-0.699
2719,2025-02-01,M.CLIV,-3Grs,0.30 Dn
2720,2025-02-01,M.CLIV,4-6Grs,0.70-1.699
2721,2025-02-01,M.CLIV,4-6Grs,0.30-0.499
2722,2025-02-01,M.CLIV,4-6Grs,1.70 Up
2723,2025-02-01,M.CLIV,4-6Grs,0.50-0.699
2724,2025-02-01,M.CLIV,4-6Grs,0.30 Dn
2725,2025-02-01,SWBL,2-4CT,0.70-1.699
2726,2025-02-01,SWBL,2-4CT,0.30-0.499
2727,2025-02-01,SWBL,2-4CT,1.70 Up
2728,2025-02-01,SWBL,2-4CT,0.50-0.699
2729,2025-02-01,SWBL,2-4CT,0.30 Dn
2730,2025-02-01,SWBL,5-10CT,0.70-1.699
2731,2025-02-01,SWBL,5-10CT,0.30-0.499
2732,2025-02-01,SWBL,5-10CT,1.70 Up
2733,2025-02-01,SWBL,5-10CT,0.50-0.699
2734,2025-02-01,SWBL,5-10CT,0.30 Dn
2735,2025-02-01,SWBL,10.8,0.70-1.699
2736,2025-02-01,SWBL,10.8,0.30-0.499
2737,2025-02-01,SWBL,10.8,1.70 Up
2738,2025-02-01,SWBL,10.8,0.50-0.699
2739,2025-02-01,SWBL,10.8,0.30 Dn
2740,2025-02-01,SWBL,-3Grs,0.70-1.699
2741,2025-02-01,SWBL,-3Grs,0.30-0.499
2742,2025-02-01,SWBL,-3Grs,1.70 Up
2743,2025-02-01,SWBL,-3Grs,0.50-0.699
2744,2025-02-01,SWBL,-3Grs,0.30 Dn
2745,2025-02-01,SWBL,4-6Grs,0.70-1.699
2746,2025-02-01,SWBL,4-6Grs,0.30-0.499
2747,2025-02-01,SWBL,4-6Grs,1.70 Up
2748,2025-02-01,SWBL,4-6Grs,0.50-0.699
2749,2025-02-01,SWBL,4-6Grs,0.30 Dn
2750,2025-02-01,MIX,2-4CT,0.70-1.699
2751,2025-02-01,MIX,2-4CT,0.30-0.499
2752,2025-02-01,MIX,2-4CT,1.70 Up
2753,2025-02-01,MIX,2-4CT,0.50-0.699
2754,2025-02-01,MIX,2-4CT,0.30 Dn
2755,2025-02-01,MIX,5-10CT,0.70-1.699
2756,2025-02-01,MIX,5-10CT,0.30-0.499
2757,2025-02-01,MIX,5-10CT,1.70 Up
2758,2025-02-01,MIX,5-10CT,0.50-0.699
2759,2025-02-01,MIX,5-10CT,0.30 Dn
2760,2025-02-01,MIX,10.8,0.70-1.699
2761,2025-02-01,MIX,10.8,0.30-0.499
2762,2025-02-01,MIX,10.8,1.70 Up
2763,2025-02-01,MIX,10.8,0.50-0.699
2764,2025-02-01,MIX,10.8,0.30 Dn
2765,2025-02-01,MIX,-3Grs,0.70-1.699
2766,2025-02-01,MIX,-3Grs,0.30-0.499
2767,2025-02-01,MIX,-3Grs,1.70 Up
2768,2025-02-01,MIX,-3Grs,0.50-0.699
2769,2025-02-01,MIX,-3Grs,0.30 Dn
2770,2025-02-01,MIX,4-6Grs,0.70-1.699
2771,2025-02-01,MIX,4-6Grs,0.30-0.499
2772,2025-02-01,MIX,4-6Grs,1.70 Up
2773,2025-02-01,MIX,4-6Grs,0.50-0.699
2774,2025-02-01,MIX,4-6Grs,0.30 Dn
2775,2025-02-01,S CLIV,2-4CT,0.70-1.699
2776,2025-02-01,S CLIV,2-4CT,0.30-0.499
2777,2025-02-01,S CLIV,2-4CT,1.70 Up
2778,2025-02-01,S CLIV,2-4CT,0.50-0.699
2779,2025-02-01,S CLIV,2-4CT,0.30 Dn
2780,2025-02-01,S CLIV,5-10CT,0.70-1.699
2781,2025-02-01,S CLIV,5-10CT,0.30-0.499
2782,2025-02-01,S CLIV,5-10CT,1.70 Up
2783,2025-02-01,S CLIV,5-10CT,0.50-0.699
2784,2025-02-01,S CLIV,5-10CT,0.30 Dn
2785,2025-02-01,S CLIV,10.8,0.70-1.699
2786,2025-02-01,S CLIV,10.8,0.30-0.499
2787,2025-02-01,S CLIV,10.8,1.70 Up
2788,2025-02-01,S CLIV,10.8,0.50-0.699
2789,2025-02-01,S CLIV,10.8,0.30 Dn
2790,2025-02-01,S CLIV,-3Grs,0.70-1.699
2791,2025-02-01,S CLIV,-3Grs,0.30-0.499
2792,2025-02-01,S CLIV,-3Grs,1.70 Up
2793,2025-02-01,S CLIV,-3Grs,0.50-0.699
2794,2025-02-01,S CLIV,-3Grs,0.30 Dn
2795,2025-02-01,S CLIV,4-6Grs,0.70-1.699
2796,2025-02-01,S CLIV,4-6Grs,0.30-0.499
2797,2025-02-01,S CLIV,4-6Grs,1.70 Up
2798,2025-02-01,S CLIV,4-6Grs,0.50-0.699
2799,2025-02-01,S CLIV,4-6Grs,0.30 Dn
2800,2025-03-01,COL(YB),2-4CT,0.70-1.699
2801,2025-03-01,COL(YB),2-4CT,0.30-0.499
2802,2025-03-01,COL(YB),2-4CT,1.70 Up
2803,2025-03-01,COL(YB),2-4CT,0.50-0.699
2804,2025-03-01,COL(YB),2-4CT,0.30 Dn
2805,2025-03-01,COL(YB),5-10CT,0.70-1.699
2806,2025-03-01,COL(YB),5-10CT,0.30-0.499
2807,2025-03-01,COL(YB),5-10CT,1.70 Up
2808,2025-03-01,COL(YB),5-10CT,0.50-0.699
2809,2025-03-01,COL(YB),5-10CT,0.30 Dn
2810,2025-03-01,COL(YB),10.8,0.70-1.699
2811,2025-03-01,COL(YB),10.8,0.30-0.499
2812,2025-03-01,COL(YB),10.8,1.70 Up
2813,2025-03-01,COL(YB),10.8,0.50-0.699
2814,2025-03-01,COL(YB),10.8,0.30 Dn
2815,2025-03-01,COL(YB),-3Grs,0.70-1.699
2816,2025-03-01,COL(YB),-3Grs,0.30-0.499
2817,2025-03-01,COL(YB),-3Grs,1.70 Up
2818,2025-03-01,COL(YB),-3Grs,0.50-0.699
2819,2025-03-01,COL(YB),-3Grs,0.30 Dn
2820,2025-03-01,COL(YB),4-6Grs,0.70-1.699
2821,2025-03-01,COL(YB),4-6Grs,0.30-0.499
2822,2025-03-01,COL(YB),4-6Grs,1.70 Up
2823,2025-03-01,COL(YB),4-6Grs,0.50-0.699
2824,2025-03-01,COL(YB),4-6Grs,0.30 Dn
2825,2025-03-01,MKBL,2-4CT,0.70-1.699
2826,2025-03-01,MKBL,2-4CT,0.30-0.499
2827,2025-03-01,MKBL,2-4CT,1.70 Up
2828,2025-03-01,MKBL,2-4CT,0.50-0.699
2829,2025-03-01,MKBL,2-4CT,0.30 Dn
2830,2025-03-01,MKBL,5-10CT,0.70-1.699
2831,2025-03-01,MKBL,5-10CT,0.30-0.499
2832,2025-03-01,MKBL,5-10CT,1.70 Up
2833,2025-03-01,MKBL,5-10CT,0.50-0.699
2834,2025-03-01,MKBL,5-10CT,0.30 Dn
2835,2025-03-01,MKBL,10.8,0.70-1.699
2836,2025-03-01,MKBL,10.8,0.30-0.499
2837,2025-03-01,MKBL,10.8,1.70 Up
2838,2025-03-01,MKBL,10.8,0.50-0.699
2839,2025-03-01,MKBL,10.8,0.30 Dn
2840,2025-03-01,MKBL,-3Grs,0.70-1.699
2841,2025-03-01,MKBL,-3Grs,0.30-0.499
2842,2025-03-01,MKBL,-3Grs,1.70 Up
2843,2025-03-01,MKBL,-3Grs,0.50-0.699
2844,2025-03-01,MKBL,-3Grs,0.30 Dn
2845,2025-03-01,MKBL,4-6Grs,0.70-1.699
2846,2025-03-01,MKBL,4-6Grs,0.30-0.499
2847,2025-03-01,MKBL,4-6Grs,1.70 Up
2848,2025-03-01,MKBL,4-6Grs,0.50-0.699
2849,2025-03-01,MKBL,4-6Grs,0.30 Dn
2850,2025-03-01,CLIV,2-4CT,0.70-1.699
2851,2025-03-01,CLIV,2-4CT,0.30-0.499
2852,2025-03-01,CLIV,2-4CT,1.70 Up
2853,2025-03-01,CLIV,2-4CT,0.50-0.699
2854,2025-03-01,CLIV,2-4CT,0.30 Dn
2855,2025-03-01,CLIV,5-10CT,0.70-1.699
2856,2025-03-01,CLIV,5-10CT,0.30-0.499
2857,2025-03-01,CLIV,5-10CT,1.70 Up
2858,2025-03-01,CLIV,5-10CT,0.50-0.699
2859,2025-03-01,CLIV,5-10CT,0.30 Dn
2860,2025-03-01,CLIV,10.8,0.70-1.699
2861,2025-03-01,CLIV,10.8,0.30-0.499
2862,2025-03-01,CLIV,10.8,1.70 Up
2863,2025-03-01,CLIV,10.8,0.50-0.699
2864,2025-03-01,CLIV,10.8,0.30 Dn
2865,2025-03-01,CLIV,-3Grs,0.70-1.699
2866,2025-03-01,CLIV,-3Grs,0.30-0.499
2867,2025-03-01,CLIV,-3Grs,1.70 Up
2868,2025-03-01,CLIV,-3Grs,0.50-0.699
2869,2025-03-01,CLIV,-3Grs,0.30 Dn
2870,2025-03-01,CLIV,4-6Grs,0.70-1.699
2871,2025-03-01,CLIV,4-6Grs,0.30-0.499
2872,2025-03-01,CLIV,4-6Grs,1.70 Up
2873,2025-03-01,CLIV,4-6Grs,0.50-0.699
2874,2025-03-01,CLIV,4-6Grs,0.30 Dn
2875,2025-03-01,SINGLE,2-4CT,0.70-1.699
2876,2025-03-01,SINGLE,2-4CT,0.30-0.499
2877,2025-03-01,SINGLE,2-4CT,1.70 Up
2878,2025-03-01,SINGLE,2-4CT,0.50-0.699
2879,2025-03-01,SINGLE,2-4CT,0.30 Dn
2880,2025-03-01,SINGLE,5-10CT,0.70-1.699
2881,2025-03-01,SINGLE,5-10CT,0.30-0.499
2882,2025-03-01,SINGLE,5-10CT,1.70 Up
2883,2025-03-01,SINGLE,5-10CT,0.50-0.699
2884,2025-03-01,SINGLE,5-10CT,0.30 Dn
2885,2025-03-01,SINGLE,10.8,0.70-1.699
2886,2025-03-01,SINGLE,10.8,0.30-0.499
2887,2025-03-01,SINGLE,10.8,1.70 Up
2888,2025-03-01,SINGLE,10.8,0.50-0.699
2889,2025-03-01,SINGLE,10.8,0.30 Dn
2890,2025-03-01,SINGLE,-3Grs,0.70-1.699
2891,2025-03-01,SINGLE,-3Grs,0.30-0.499
2892,2025-03-01,SINGLE,-3Grs,1.70 Up
